Year of Year Date,Adjusted for Inflation Notes,Adjusted for Inflation Title,Format,Metric,Year,Change vs. Prior Year Designation,Change vs. Prior Year,Format Value # (Billion),Format Value # (Million),Max Date,Min Date,Total Value # (Billion),Total Value # (Million),Year change text,Adjusted for Inflation Flag,Total Value For Year,Year Date,% Difference in Value (Actual),% of Total Value (Actual),Value (Actual),Value (For Charting),Year (copy)
1978,,,On-Demand Streaming (Ad-Supported),Value,2019,,,,,2019,2019,,,,,,,,,,,
1977,,,On-Demand Streaming (Ad-Supported),Value,2019,,,,,2019,2019,,,,,,,,,,,
1976,,,On-Demand Streaming (Ad-Supported),Value,2019,,,,,2019,2019,,,,,,,,,,,
1975,,,On-Demand Streaming (Ad-Supported),Value,2019,,,,,2019,2019,,,,,,,,,,,
1974,,,On-Demand Streaming (Ad-Supported),Value,2019,,,,,2019,2019,,,,,,,,,,,
1973,,,On-Demand Streaming (Ad-Supported),Value,2019,,,,,2019,2019,,,,,,,,,,,
2020,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2019,,,On-Demand Streaming (Ad-Supported),Value,2018,a decrease of,-100.0%,,,2018,2018,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2018,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,$752.7M,2018,2018,$9.7B,,,,$9738.2B,2018,,7.729244326%,752.689023397,752.689023397,2018
2017,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2016,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2015,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2014,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2013,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2012,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2011,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2010,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2009,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2008,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2007,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2006,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2005,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2004,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2003,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2002,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2001,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2000,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1999,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1998,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1997,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1996,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1995,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1994,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1993,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1992,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1991,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1990,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1989,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1988,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1987,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1986,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1985,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1984,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1983,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1982,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1981,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1980,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1979,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1978,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1977,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1976,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1975,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1974,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
1973,,,On-Demand Streaming (Ad-Supported),Value,2018,,,,,2018,2018,,,,,,,,,,,
2020,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2019,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2018,,,On-Demand Streaming (Ad-Supported),Value,2017,a decrease of,-100.0%,,,2017,2017,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2017,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,$614.3M,2017,2017,$8.5B,,,,$8503.2B,2017,,7.223888921%,614.264327542,614.264327542,2017
2016,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2015,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2014,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2013,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2012,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2011,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2010,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2009,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2008,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2007,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2006,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2005,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2004,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2003,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2002,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2001,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2000,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1999,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1998,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1997,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1996,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1995,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1994,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1993,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1992,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1991,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1990,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1989,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1988,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1987,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1986,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1985,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1984,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1983,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1982,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1981,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1980,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1979,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1978,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1977,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1976,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1975,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1974,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
1973,,,On-Demand Streaming (Ad-Supported),Value,2017,,,,,2017,2017,,,,,,,,,,,
2020,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2019,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2018,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2017,,,On-Demand Streaming (Ad-Supported),Value,2016,a decrease of,-100.0%,,,2016,2016,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2016,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,$476.8M,2016,2016,$7.5B,,,,$7491.7B,2016,,6.364308095%,476.792472632,476.792472632,2016
2015,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2014,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2013,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2012,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2011,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2010,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2009,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2008,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2007,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2006,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2005,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2004,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2003,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2002,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2001,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2000,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1999,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1998,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1997,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1996,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1995,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1994,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1993,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1992,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1991,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1990,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1989,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1988,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1987,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1986,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1985,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1984,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1983,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1982,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1981,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1980,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1979,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1978,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1977,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1976,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1975,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1974,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
1973,,,On-Demand Streaming (Ad-Supported),Value,2016,,,,,2016,2016,,,,,,,,,,,
2020,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2019,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2018,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2017,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2016,,,On-Demand Streaming (Ad-Supported),Value,2015,a decrease of,-100.0%,,,2015,2015,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2015,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,$372.0M,2015,2015,$6.7B,,,,$6710.8B,2015,,5.543144657%,371.990396399,371.990396399,2015
2014,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2013,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2012,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2011,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2010,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2009,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2008,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2007,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2006,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2005,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2004,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2003,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2002,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2001,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2000,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1999,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1998,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1997,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1996,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1995,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1994,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1993,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1992,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1991,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1990,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1989,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1988,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1987,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1986,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1985,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1984,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1983,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1982,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1981,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1980,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1979,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1978,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1977,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1976,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1975,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1974,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
1973,,,On-Demand Streaming (Ad-Supported),Value,2015,,,,,2015,2015,,,,,,,,,,,
2020,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2019,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2018,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2017,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2016,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2015,,,On-Demand Streaming (Ad-Supported),Value,2014,a decrease of,-100.0%,,,2014,2014,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2014,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,$283.8M,2014,2014,$6.7B,,,,$6694.7B,2014,,4.239076194%,283.793409371,283.793409371,2014
2013,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2012,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2011,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2010,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2009,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2008,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2007,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2006,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2005,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2004,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2003,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2002,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2001,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2000,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1999,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1998,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1997,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1996,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1995,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1994,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1993,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1992,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1991,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1990,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1989,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1988,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1987,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1986,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1985,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1984,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1983,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1982,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1981,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1980,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1979,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1978,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1977,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1976,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1975,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1974,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
1973,,,On-Demand Streaming (Ad-Supported),Value,2014,,,,,2014,2014,,,,,,,,,,,
2020,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2019,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2018,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2017,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2016,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2015,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2014,,,On-Demand Streaming (Ad-Supported),Value,2013,a decrease of,-100.0%,,,2013,2013,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2013,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,$220.9M,2013,2013,$7.0B,,,,$7035.1B,2013,,3.139591522%,220.873544491,220.873544491,2013
2012,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2011,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2010,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2009,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2008,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2007,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2006,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2005,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2004,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2003,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2002,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2001,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2000,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
